Probe Set Name	Description
ENSG00000188163_at	family with sequence similarity 166 member A [Source:HGNC Symbol;Acc:HGNC:33818]
ENSG00000188175_at	HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]
ENSG00000188176_at	smoothelin like 2 [Source:HGNC Symbol;Acc:HGNC:24764]
ENSG00000188177_at	zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]
ENSG00000188186_at	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]
ENSG00000188191_at	protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]
ENSG00000188227_at	zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]
ENSG00000188229_at	tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]
ENSG00000188243_at	COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]
ENSG00000188257_at	phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]
ENSG00000188266_at	hydroxylysine kinase [Source:HGNC Symbol;Acc:HGNC:34403]
ENSG00000188277_at	chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]
ENSG00000188283_at	zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]
ENSG00000188290_at	hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]
ENSG00000188293_at	IGF like family member 1 [Source:HGNC Symbol;Acc:HGNC:24093]
ENSG00000188295_at	zinc finger protein 669 [Source:HGNC Symbol;Acc:HGNC:25736]
ENSG00000188312_at	centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]
ENSG00000188313_at	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]
ENSG00000188315_at	chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771]
ENSG00000188322_at	SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]
ENSG00000188338_at	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]
ENSG00000188342_at	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]
ENSG00000188343_at	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]
ENSG00000188352_at	focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]
ENSG00000188368_at	proline rich 19 [Source:HGNC Symbol;Acc:HGNC:33728]
ENSG00000188373_at	chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:31428]
ENSG00000188379_at	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]
ENSG00000188385_at	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]
ENSG00000188389_at	programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]
ENSG00000188404_at	selectin L [Source:HGNC Symbol;Acc:HGNC:10720]
ENSG00000188419_at	CHM, Rab escort protein 1 [Source:HGNC Symbol;Acc:HGNC:1940]
ENSG00000188425_at	nanos C2HC-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23292]
ENSG00000188483_at	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]
ENSG00000188486_at	H2A histone family member X [Source:HGNC Symbol;Acc:HGNC:4739]
ENSG00000188487_at	INSC, spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]
ENSG00000188488_at	serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]
ENSG00000188493_at	chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758]
ENSG00000188501_at	lactase like [Source:HGNC Symbol;Acc:HGNC:15583]
ENSG00000188505_at	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33739]
ENSG00000188508_at	keratinocyte differentiation associated protein [Source:HGNC Symbol;Acc:HGNC:16313]
ENSG00000188511_at	chromosome 22 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:28010]
ENSG00000188517_at	collagen type XXV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18603]
ENSG00000188522_at	family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]
ENSG00000188529_at	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]
ENSG00000188542_at	dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]
ENSG00000188549_at	coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]
ENSG00000188554_at	NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
ENSG00000188559_at	Ral GTPase activating protein catalytic alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:16207]
ENSG00000188566_at	NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]
ENSG00000188573_at	fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458]
ENSG00000188580_at	sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443]
ENSG00000188581_at	keratin associated protein 1-1 [Source:HGNC Symbol;Acc:HGNC:16772]
ENSG00000188582_at	progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]
ENSG00000188596_at	cilia and flagella associated protein 54 [Source:HGNC Symbol;Acc:HGNC:26456]
ENSG00000188612_at	small ubiquitin-like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]
ENSG00000188613_at	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]
ENSG00000188636_at	retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]
ENSG00000188641_at	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]
ENSG00000188643_at	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]
ENSG00000188647_at	protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]
ENSG00000188649_at	coiled-coil and C2 domain containing 2B [Source:HGNC Symbol;Acc:HGNC:31666]
ENSG00000188662_at	histone linker H1 domain, spermatid-specific 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:30616]
ENSG00000188672_at	Rh blood group CcEe antigens [Source:HGNC Symbol;Acc:HGNC:10008]
ENSG00000188674_at	chromosome 2 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:34352]
ENSG00000188676_at	indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]
ENSG00000188677_at	parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
ENSG00000188690_at	uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]
ENSG00000188693_at	CYP51A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50694]
ENSG00000188706_at	zinc finger DHHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:18475]
ENSG00000188725_at	small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861]
ENSG00000188730_at	von Willebrand factor C domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30200]
ENSG00000188732_at	family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977]
ENSG00000188735_at	transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]
ENSG00000188738_at	fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]
ENSG00000188747_at	NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]
ENSG00000188760_at	transmembrane protein 198 [Source:HGNC Symbol;Acc:HGNC:33704]
ENSG00000188761_at	BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]
ENSG00000188763_at	frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]
ENSG00000188766_at	sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]
ENSG00000188770_at	opticin [Source:HGNC Symbol;Acc:HGNC:8158]
ENSG00000188783_at	proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]
ENSG00000188784_at	phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]
ENSG00000188786_at	metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]
ENSG00000188800_at	transmembrane and coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:23312]
ENSG00000188803_at	shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491]
ENSG00000188807_at	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
ENSG00000188811_at	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
ENSG00000188816_at	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]
ENSG00000188817_at	sentan, cilia apical structure protein [Source:HGNC Symbol;Acc:HGNC:33706]
ENSG00000188818_at	zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158]
ENSG00000188820_at	calcium homeostasis modulator family member 6 [Source:HGNC Symbol;Acc:HGNC:33391]
ENSG00000188822_at	cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]
ENSG00000188825_at	long intergenic non-protein coding RNA 910 [Source:HGNC Symbol;Acc:HGNC:44361]
ENSG00000188827_at	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]
ENSG00000188846_at	ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]
ENSG00000188848_at	BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]
ENSG00000188859_at	family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]
ENSG00000188868_at	zinc finger protein 563 [Source:HGNC Symbol;Acc:HGNC:30498]
ENSG00000188895_at	male specific lethal 1 homolog [Source:HGNC Symbol;Acc:HGNC:27905]
ENSG00000188897_at	vitellogenin [Source:NCBI gene;Acc:400499]
ENSG00000188906_at	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
ENSG00000188910_at	gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]
ENSG00000188916_at	inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]
ENSG00000188917_at	tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]
ENSG00000188921_at	3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]
ENSG00000188931_at	cilia and flagella associated protein 126 [Source:HGNC Symbol;Acc:HGNC:32325]
ENSG00000188937_at	nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082]
ENSG00000188938_at	family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]
ENSG00000188958_at	urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]
ENSG00000188959_at	chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]
ENSG00000188976_at	NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]
ENSG00000188981_at	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]
ENSG00000188986_at	negative elongation factor complex member B [Source:HGNC Symbol;Acc:HGNC:24324]
ENSG00000188992_at	lipase I [Source:HGNC Symbol;Acc:HGNC:18821]
ENSG00000188993_at	leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299]
ENSG00000188994_at	zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
ENSG00000188997_at	potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]
ENSG00000189001_at	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSG00000189007_at	adenosine deaminase, tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]
ENSG00000189013_at	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
ENSG00000189037_at	dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]
ENSG00000189042_at	zinc finger protein 567 [Source:HGNC Symbol;Acc:HGNC:28696]
ENSG00000189043_at	NDUFA4, mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]
ENSG00000189046_at	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]
ENSG00000189050_at	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]
ENSG00000189056_at	reelin [Source:HGNC Symbol;Acc:HGNC:9957]
ENSG00000189057_at	family with sequence similarity 111 member B [Source:HGNC Symbol;Acc:HGNC:24200]
ENSG00000189058_at	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]
ENSG00000189060_at	H1 histone family member 0 [Source:HGNC Symbol;Acc:HGNC:4714]
ENSG00000189067_at	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
ENSG00000189068_at	V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]
ENSG00000189077_at	transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]
ENSG00000189079_at	AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]
ENSG00000189091_at	splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]
ENSG00000189108_at	interleukin 1 receptor accessory protein like 2 [Source:HGNC Symbol;Acc:HGNC:5997]
ENSG00000189120_at	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
ENSG00000189129_at	placenta specific 9 [Source:HGNC Symbol;Acc:HGNC:19255]
ENSG00000189132_at	family with sequence similarity 47 member B [Source:HGNC Symbol;Acc:HGNC:26659]
ENSG00000189134_at	NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]
ENSG00000189139_at	fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494]
ENSG00000189143_at	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]
ENSG00000189144_at	zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]
ENSG00000189159_at	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]
ENSG00000189164_at	zinc finger protein 527 [Source:HGNC Symbol;Acc:HGNC:29385]
ENSG00000189180_at	zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]
ENSG00000189182_at	keratin 77 [Source:HGNC Symbol;Acc:HGNC:20411]
ENSG00000189184_at	protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]
ENSG00000189186_at	DDB1 and CUL4 associated factor 8 like 2 [Source:HGNC Symbol;Acc:HGNC:31811]
ENSG00000189190_at	zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]
ENSG00000189195_at	BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]
ENSG00000189221_at	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]
ENSG00000189223_at	PAX8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49271]
ENSG00000189227_at	chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]
ENSG00000189229_at	novel transcript
ENSG00000189238_at	long intergenic non-protein coding RNA 943 [Source:HGNC Symbol;Acc:HGNC:48639]
ENSG00000189241_at	TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]
ENSG00000189266_at	proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]
ENSG00000189269_at	aspartate rich 1 [Source:HGNC Symbol;Acc:HGNC:28031]
ENSG00000189280_at	gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287]
ENSG00000189283_at	fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]
ENSG00000189292_at	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]
ENSG00000189298_at	zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]
ENSG00000189306_at	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]
ENSG00000189308_at	lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]
ENSG00000189334_at	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]
ENSG00000189337_at	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]
ENSG00000189350_at	TOG array regulator of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33715]
ENSG00000189362_at	nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]
ENSG00000189369_at	G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]
ENSG00000189372_at	pancreatic lipase-related protein 2 (PNLIPRP2) pseudogene
ENSG00000189376_at	chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25924]
ENSG00000189377_at	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]
ENSG00000189398_at	olfactory receptor family 7 subfamily E member 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:8383]
ENSG00000189403_at	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]
ENSG00000189410_at	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]
ENSG00000189419_at	spermatogenesis associated 41 [Source:HGNC Symbol;Acc:HGNC:48613]
ENSG00000189420_at	ZFP92 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12865]
ENSG00000189423_at	ubiquitin specific peptidase 32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43576]
ENSG00000189430_at	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]
ENSG00000189431_at	Ras association domain family member 10 [Source:HGNC Symbol;Acc:HGNC:33984]
ENSG00000189433_at	gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286]
ENSG00000196071_at	olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]
ENSG00000196072_at	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
ENSG00000196074_at	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
ENSG00000196083_at	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
ENSG00000196090_at	protein tyrosine phosphatase, receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]
ENSG00000196091_at	myosin binding protein C, slow type [Source:HGNC Symbol;Acc:HGNC:7549]
ENSG00000196092_at	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]
ENSG00000196104_at	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]
ENSG00000196115_at	ADAM metallopeptidase domain 5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:212]
ENSG00000196116_at	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]
ENSG00000196118_at	coiled-coil domain containing 189 [Source:HGNC Symbol;Acc:HGNC:28078]
ENSG00000196123_at	KIAA0895 like [Source:HGNC Symbol;Acc:HGNC:34408]
ENSG00000196126_at	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]
ENSG00000196131_at	vomeronasal 1 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19872]
ENSG00000196132_at	myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]
ENSG00000196139_at	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]
ENSG00000196141_at	spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
ENSG00000196150_at	zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]
ENSG00000196151_at	WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]
ENSG00000196152_at	zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]
ENSG00000196154_at	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]
ENSG00000196155_at	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
ENSG00000196156_at	keratin associated protein 4-3 [Source:HGNC Symbol;Acc:HGNC:18908]
ENSG00000196159_at	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
ENSG00000196167_at	colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]
ENSG00000196169_at	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]
ENSG00000196172_at	zinc finger protein 681 [Source:HGNC Symbol;Acc:HGNC:26457]
ENSG00000196177_at	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]
ENSG00000196182_at	serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373]
ENSG00000196184_at	olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175]
ENSG00000196187_at	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]
ENSG00000196188_at	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]
ENSG00000196189_at	semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]
ENSG00000196196_at	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]
ENSG00000196199_at	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
ENSG00000196208_at	growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]
ENSG00000196209_at	signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]
ENSG00000196214_at	zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]
ENSG00000196218_at	ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483]
ENSG00000196220_at	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]
ENSG00000196227_at	family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]
ENSG00000196230_at	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]
ENSG00000196233_at	ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]
ENSG00000196235_at	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
ENSG00000196236_at	X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]
ENSG00000196243_at	long intergenic non-protein coding RNA 615 [Source:HGNC Symbol;Acc:HGNC:26343]
ENSG00000196247_at	zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887]
ENSG00000196260_at	surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]
ENSG00000196262_at	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]
ENSG00000196263_at	zinc finger protein 471 [Source:HGNC Symbol;Acc:HGNC:23226]
ENSG00000196268_at	zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708]
ENSG00000196273_at	long intergenic non-protein coding RNA 523 [Source:HGNC Symbol;Acc:HGNC:20117]
ENSG00000196277_at	glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]
ENSG00000196284_at	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]
ENSG00000196290_at	NGG1 interacting factor 3 like 1 [Source:HGNC Symbol;Acc:HGNC:13390]
ENSG00000196295_at	GARS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48951]
ENSG00000196296_at	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]
ENSG00000196305_at	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]
ENSG00000196312_at	major facilitator superfamily domain containing 14C [Source:HGNC Symbol;Acc:HGNC:23672]
ENSG00000196323_at	zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]
ENSG00000196335_at	serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]
ENSG00000196338_at	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]
ENSG00000196341_at	olfactory receptor family 8 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:8481]
ENSG00000196344_at	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]
ENSG00000196345_at	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]
ENSG00000196352_at	CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
ENSG00000196353_at	copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]
ENSG00000196357_at	zinc finger protein 565 [Source:HGNC Symbol;Acc:HGNC:26726]
ENSG00000196358_at	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]
ENSG00000196361_at	ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]
ENSG00000196363_at	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]
ENSG00000196365_at	lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]
ENSG00000196366_at	chromosome 9 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]
ENSG00000196367_at	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]
ENSG00000196368_at	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]
ENSG00000196372_at	ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]
ENSG00000196376_at	solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483]
ENSG00000196378_at	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
ENSG00000196387_at	zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]
ENSG00000196396_at	protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]
ENSG00000196403_at	olfactory receptor family 10 subfamily D member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8166]
ENSG00000196405_at	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]
ENSG00000196408_at	NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404]
ENSG00000196411_at	EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]
ENSG00000196415_at	proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]
ENSG00000196417_at	zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]
ENSG00000196418_at	zinc finger protein 124 [Source:HGNC Symbol;Acc:HGNC:12907]
ENSG00000196420_at	S100 calcium binding protein A5 [Source:HGNC Symbol;Acc:HGNC:10495]
ENSG00000196421_at	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]
ENSG00000196422_at	protein phosphatase 1 regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089]
ENSG00000196428_at	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
ENSG00000196431_at	crystallin beta A4 [Source:HGNC Symbol;Acc:HGNC:2396]
ENSG00000196433_at	acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]
ENSG00000196436_at	nuclear pore complex interacting protein family member B15 [Source:HGNC Symbol;Acc:HGNC:34409]
ENSG00000196437_at	zinc finger protein 569 [Source:HGNC Symbol;Acc:HGNC:24737]
